SeqName	GO IDs
ostta17g01510	P:GO:0000055; F:GO:0005488; C:GO:0005622; P:GO:0030036; P:GO:0042273
ostta17g01520	F:GO:0003723; C:GO:0016021
ostta17g01530	F:GO:0004386
ostta17g01540	F:GO:0003676; F:GO:0008168; C:GO:0016021; P:GO:0032259
ostta17g01550	F:GO:0003676; P:GO:0006139; F:GO:0008168; C:GO:0016021; P:GO:0032259
ostta17g01560	F:GO:0003676; F:GO:0008168; C:GO:0016021; P:GO:0032259
ostta17g01570	F:GO:0005515; C:GO:0005623; P:GO:0006662; F:GO:0015035; P:GO:0045454; P:GO:0055114
ostta17g01580	C:GO:0016020; C:GO:0016021
ostta17g01590	F:GO:0004867; P:GO:0006388; P:GO:0008152; P:GO:0009611; P:GO:0010951; C:GO:0016020; C:GO:0016021; F:GO:0016772; F:GO:0016787
ostta17g01600	P:GO:0000027; P:GO:0000463; C:GO:0005730; F:GO:0019843
ostta17g01610	F:GO:0003677; F:GO:0003918; F:GO:0005524; C:GO:0005694; P:GO:0006265
ostta17g01620	
ostta17g01630	F:GO:0008168; P:GO:0032259
ostta17g01640	P:GO:0002098; C:GO:0033588
ostta17g01650	F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872
ostta17g01660	C:GO:0000812; P:GO:0006355; C:GO:0035267
ostta17g01670	F:GO:0016787
ostta17g01680	P:GO:0007186; C:GO:0016021; P:GO:0019236
ostta17g01690	P:GO:0007186; C:GO:0016021; P:GO:0019236
ostta17g01700	C:GO:0016021
ostta17g01710	P:GO:0000413; F:GO:0003755; C:GO:0009579
ostta17g01720	C:GO:0005634; F:GO:0008270
ostta17g01730	C:GO:0000151; C:GO:0005829; P:GO:0006511; P:GO:0016567; F:GO:0034450
ostta17g01740	F:GO:0003824; P:GO:0008152; P:GO:0009058; F:GO:0016747; F:GO:0016788; F:GO:0030170; F:GO:0031177; F:GO:0046872
ostta17g01750	P:GO:0000413; F:GO:0003755; C:GO:0005773; C:GO:0005829; C:GO:0005886; P:GO:0006457
ostta17g01760	F:GO:0003743; P:GO:0006413
ostta17g01770	F:GO:0003676; C:GO:0005840
ostta17g01780	C:GO:0005829; P:GO:0006535; F:GO:0009001
ostta17g01790	C:GO:0016021
ostta17g01800	F:GO:0008987; P:GO:0009435; P:GO:0019805; F:GO:0051539
ostta17g01810	P:GO:0000413; F:GO:0003755; C:GO:0009535
ostta17g01820	F:GO:0005524; F:GO:0016787
ostta17g01830	C:GO:0000786; F:GO:0004003; F:GO:0005524; P:GO:0006344; P:GO:0006346; P:GO:0006349; P:GO:0009294; P:GO:0032197; P:GO:0032508; P:GO:0044030; P:GO:0051574; P:GO:0090241
ostta17g01840	
ostta17g01850	F:GO:0004252; C:GO:0005576; P:GO:0006508; F:GO:0008233; C:GO:0016020; C:GO:0016021
ostta17g01860	F:GO:0004553; P:GO:0005975; C:GO:0016021; F:GO:0030246
ostta17g01870	P:GO:0002181; F:GO:0003723; F:GO:0003735; C:GO:0022625
ostta17g01880	C:GO:0016020; F:GO:0016787
ostta17g01890	F:GO:0008270; F:GO:0016874; F:GO:0046872
ostta17g01900	
ostta17g01910	C:GO:0016021
ostta17g01920	C:GO:0005743; P:GO:0006839; C:GO:0016021; F:GO:0022857
ostta17g01930	P:GO:0006629; C:GO:0016021
ostta17g01940	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta17g01950	C:GO:0016021; F:GO:0016491; P:GO:0055114
ostta17g01960	F:GO:0016740
ostta17g01970	F:GO:0008146; C:GO:0016021
ostta17g01980	F:GO:0008146; C:GO:0016021
ostta17g01990	C:GO:0005886; P:GO:0015031; C:GO:0016021; C:GO:0030658
ostta17g02000	F:GO:0005515; C:GO:0005634; F:GO:0008270; F:GO:0018024; P:GO:0032259
ostta17g02010	F:GO:0004768; C:GO:0005789; P:GO:0006636; C:GO:0016021; P:GO:0055114
ostta17g02020	F:GO:0003676; F:GO:0008168; P:GO:0032259
ostta17g02030	F:GO:0005524
ostta17g02060	
ostta17g02070	P:GO:0007034
ostta17g02080	F:GO:0004806; C:GO:0016021; P:GO:0016042; F:GO:0016740
ostta17g02090	P:GO:0006099; F:GO:0046912
ostta17g02100	C:GO:0016020; C:GO:0016021
ostta17g02110	P:GO:0006729; F:GO:0008124; C:GO:0044464
ostta17g02120	F:GO:0016891; P:GO:0042780; P:GO:0090501
ostta17g02130	F:GO:0016491; P:GO:0055114
ostta17g02140	F:GO:0005515
ostta17g02150	C:GO:0016021
ostta17g02160	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta17g02170	F:GO:0000287; F:GO:0008909; P:GO:0009234; F:GO:0016836; F:GO:0030976; F:GO:0070204
ostta17g02180	
ostta17g02190	F:GO:0003676; F:GO:0004527; P:GO:0090305
ostta17g02200	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta17g02210	
ostta17g02220	P:GO:0000460; P:GO:0000470; C:GO:0005730; C:GO:0005840; C:GO:0030687
ostta17g02230	C:GO:0016020; C:GO:0016021
ostta17g02240	F:GO:0003735; P:GO:0006412; C:GO:0015934
ostta17g02250	C:GO:0016021
ostta17g02260	
ostta17g02270	
ostta17g02280	
ostta17g02290	F:GO:0004751; P:GO:0009052
ostta17g02300	F:GO:0004170; P:GO:0046080
ostta17g02310	
ostta17g02320	F:GO:0004849; F:GO:0005524; P:GO:0016310; F:GO:0016787; P:GO:0044206; P:GO:0044211
ostta17g02330	F:GO:0003677; F:GO:0003899; P:GO:0006351; C:GO:0016020; C:GO:0016021; F:GO:0016740; F:GO:0016779
ostta17g02340	F:GO:0003839; P:GO:0006751
ostta17g02350	F:GO:0003973; F:GO:0010181; P:GO:0055114
ostta17g02360	F:GO:0004359; C:GO:0005829; P:GO:0006541; F:GO:0016740; P:GO:0042823; F:GO:0046982
ostta17g02370	
ostta17g02380	F:GO:0003824; P:GO:0009058; P:GO:0009435; C:GO:0016020; C:GO:0016021; F:GO:0016740; F:GO:0016779
ostta17g02390	
ostta17g02400	C:GO:0016021
ostta17g02410	C:GO:0005829; P:GO:0006891; C:GO:0017119
ostta18g00010	F:GO:0003677; F:GO:0004386; F:GO:0005524
ostta18g00020	F:GO:0008168; P:GO:0032259
ostta18g00030	F:GO:0005515
ostta18g00040	F:GO:0010011
ostta18g00050	F:GO:0005515
ostta18g00060	C:GO:0005623; F:GO:0016209; F:GO:0016491; P:GO:0045454; P:GO:0055114; P:GO:0098869
ostta18g00070	F:GO:0008831; F:GO:0016491; F:GO:0016740; P:GO:0055114
ostta18g00080	C:GO:0005737; P:GO:0006888; P:GO:0006890; F:GO:0008270; P:GO:0015031; P:GO:0032527; F:GO:0046872
ostta18g00090	
ostta18g00100	P:GO:0003333; C:GO:0005887; F:GO:0015173; P:GO:0015801
ostta18g00110	P:GO:0006541; F:GO:0016740
ostta18g00120	F:GO:0005515
ostta18g00130	C:GO:0016021
ostta18g00140	
ostta18g00150	
ostta18g00160	P:GO:0006364
ostta18g00170	F:GO:0003723; F:GO:0046872
ostta18g00180	F:GO:0003684; F:GO:0004519; C:GO:0005634; P:GO:0006281; P:GO:0090305
ostta18g00190	
ostta18g00200	F:GO:0004791; F:GO:0008047; C:GO:0009570; P:GO:0010380; P:GO:0010581; F:GO:0016671; P:GO:0019430; P:GO:0042744; F:GO:0042802; P:GO:0043085; P:GO:0045454; P:GO:0055114
ostta18g00210	F:GO:0005515; C:GO:0005634; F:GO:0008168; P:GO:0032259
ostta18g00240	F:GO:0005515; C:GO:0016021; P:GO:0016311; F:GO:0016791
ostta18g00250	F:GO:0003824; F:GO:0005515; P:GO:0009058
ostta18g00260	F:GO:0003824; P:GO:0009058
ostta18g00270	
ostta18g00280	F:GO:0008176; P:GO:0106004
ostta18g00290	F:GO:0005524; F:GO:0016787
ostta18g00300	F:GO:0016746
ostta18g00310	F:GO:0003723; C:GO:0005634; P:GO:0006396; C:GO:1990904
ostta18g00320	F:GO:0004672; C:GO:0005634; P:GO:0006468; C:GO:0016020; C:GO:0016021
ostta18g00330	
ostta18g00340	
ostta18g00350	
ostta18g00360	P:GO:0006813; F:GO:0008324; C:GO:0016021; P:GO:0098655
ostta18g00370	F:GO:0004185; P:GO:0006508
ostta18g00380	F:GO:0003676; F:GO:0004519; P:GO:0090305
ostta18g00390	F:GO:0016740
ostta18g00400	F:GO:0004756; F:GO:0005524; P:GO:0016260; P:GO:0016310; F:GO:0016491; P:GO:0055114
ostta18g00410	
ostta18g00420	F:GO:0016787; P:GO:0046854
ostta18g00430	F:GO:0003723
ostta18g00440	C:GO:0016021
ostta18g00450	F:GO:0004519; P:GO:0090305
ostta18g00460	F:GO:0016746
ostta18g00470	
ostta18g00480	F:GO:0000287; F:GO:0003723; F:GO:0004826; F:GO:0005524; P:GO:0006432; C:GO:0009328
ostta18g00490	F:GO:0003677; F:GO:0005524
ostta18g00500	
ostta18g00510	C:GO:0016021
ostta18g00520	F:GO:0005509
ostta18g00530	F:GO:0008168; P:GO:0032259
ostta18g00540	
ostta18g00550	F:GO:0008270; F:GO:0016491; F:GO:0016874; P:GO:0055114
ostta18g00560	F:GO:0005524; F:GO:0016307; P:GO:0046854
ostta18g00570	C:GO:0016021
ostta18g00580	F:GO:0005515
ostta18g00590	F:GO:0003735; P:GO:0006412; C:GO:0009570; P:GO:0009735; C:GO:0009941; C:GO:0015934
ostta18g00600	C:GO:0071203
ostta18g00610	P:GO:0000724; F:GO:0008270; P:GO:0016925; F:GO:0019789; C:GO:0030915
ostta18g00620	F:GO:0005313; P:GO:0006814; C:GO:0009534; P:GO:0009624; C:GO:0009706; F:GO:0015131; F:GO:0015140; P:GO:0015813; C:GO:0016021; P:GO:0019676; P:GO:0071423; P:GO:1902356
ostta18g00630	F:GO:0003723; F:GO:0003735; P:GO:0006412; C:GO:0009570; C:GO:0009941; C:GO:0015934
ostta18g00640	C:GO:0016021
ostta18g00650	
ostta18g00660	C:GO:0009507; C:GO:0009579
ostta18g00670	C:GO:0016021
ostta18g00680	P:GO:0001522; F:GO:0003723; P:GO:0008033; F:GO:0009982
ostta18g00690	F:GO:0005216; C:GO:0016021; P:GO:0034220
ostta18g00700	
ostta18g00710	F:GO:0005216; C:GO:0016021; P:GO:0034220; P:GO:0050789
ostta18g00720	F:GO:0005509; C:GO:0005622; P:GO:0019722
ostta18g00730	F:GO:0004674; F:GO:0005524; P:GO:0006468; C:GO:0016021
ostta18g00740	C:GO:0016021
ostta18g00750	F:GO:0003723; F:GO:0005515
ostta18g00760	
ostta18g00770	C:GO:0016021
ostta18g00780	P:GO:0006893; C:GO:0043231
ostta18g00790	
ostta18g00800	C:GO:0016021
ostta18g00810	C:GO:0016021; F:GO:0016740
ostta18g00820	F:GO:0009055; C:GO:0009536; P:GO:0022900; F:GO:0043167; F:GO:0051537
ostta18g00830	F:GO:0003677; F:GO:0004519; C:GO:0005622; P:GO:0006281; F:GO:0046872; P:GO:0090305; F:GO:0140078
ostta18g00840	
ostta18g00850	
ostta18g00860	C:GO:0016021
ostta18g00870	
ostta18g00880	F:GO:0016740
ostta18g00890	F:GO:0005488; P:GO:0006541; P:GO:0009058
ostta18g00900	P:GO:0006541; P:GO:0009058; F:GO:0016740
ostta18g00910	C:GO:0016021
ostta18g00920	F:GO:0019904
ostta18g00930	F:GO:0003677
ostta18g00940	F:GO:0004329; F:GO:0004477; F:GO:0004488; F:GO:0005524; P:GO:0009113; P:GO:0009257; C:GO:0016020; P:GO:0042221; C:GO:0044444
ostta18g00950	P:GO:0006904
ostta18g00960	P:GO:0000060; F:GO:0005488; C:GO:0005618; C:GO:0005829; C:GO:0044428; P:GO:2000636
ostta18g00970	
ostta18g00980	F:GO:0003676; F:GO:0004843; P:GO:0030433; C:GO:0036266; P:GO:0071630; P:GO:0072671
ostta18g01000	F:GO:0004222; F:GO:0005524; P:GO:0006508; C:GO:0009534; C:GO:0016021
ostta18g01010	F:GO:0008836; P:GO:0009089
ostta18g01020	C:GO:0016021
ostta18g01030	P:GO:0015846; F:GO:0019808; C:GO:0042597
ostta18g01040	F:GO:0003777; F:GO:0005524; C:GO:0005874; P:GO:0007018; F:GO:0008017
ostta18g01050	C:GO:0016021; F:GO:0016874
ostta18g01060	C:GO:0005829; F:GO:0047918; F:GO:0051287
ostta18g01070	
ostta18g01080	F:GO:0005249; C:GO:0008076; P:GO:0071805
ostta18g01090	F:GO:0003723; F:GO:0008168; F:GO:0008483; P:GO:0032259
ostta18g01100	F:GO:0003723; C:GO:0005886; F:GO:0008168; P:GO:0032259
ostta18g01110	F:GO:0004721; P:GO:0006470
ostta18g01120	
ostta18g01130	
ostta18g01140	F:GO:0004499; C:GO:0016021; F:GO:0050660; F:GO:0050661; P:GO:0055114
ostta18g01150	F:GO:0004190; P:GO:0006508; C:GO:0016021
ostta18g01160	F:GO:0003723; P:GO:0006396; F:GO:0016779
ostta18g01170	F:GO:0004553; P:GO:0005975; F:GO:0030246; F:GO:0030247
ostta18g01180	F:GO:0016740
ostta18g01190	F:GO:0004402; C:GO:0005634; P:GO:0006355; P:GO:0016573
ostta18g01200	F:GO:0004674; F:GO:0005524; P:GO:0006468; C:GO:0016021
ostta18g01210	
ostta18g01220	F:GO:0001056; C:GO:0005666; P:GO:0006383
ostta18g01230	P:GO:0009409; C:GO:0009522; C:GO:0009523; C:GO:0009535; P:GO:0009644; P:GO:0009645; P:GO:0009735; P:GO:0009768; C:GO:0009941; C:GO:0010287; C:GO:0016021; F:GO:0016168; P:GO:0018298; F:GO:0019904; F:GO:0031409
ostta18g01240	
ostta18g01250	F:GO:0004324; C:GO:0009579; C:GO:0016020; C:GO:0044434; P:GO:0055114
ostta18g01260	C:GO:0016021
ostta18g01270	F:GO:0003712; C:GO:0005634; P:GO:0006351; P:GO:0006355; P:GO:0006357; C:GO:0016592
ostta18g01280	C:GO:0005634
ostta18g01290	C:GO:0016021
ostta18g01300	C:GO:0005802; C:GO:0009506; C:GO:0016021; P:GO:0048878; P:GO:0051049; P:GO:0051128; P:GO:0071702; P:GO:0071705; C:GO:0098588; C:GO:0098805; P:GO:0099402
ostta18g01310	F:GO:0005524; C:GO:0016021; F:GO:0042626; P:GO:0055085
ostta18g01320	P:GO:0006099; F:GO:0016829
ostta18g01330	C:GO:0009579
ostta18g01340	C:GO:0005737; P:GO:0006457
ostta18g01350	C:GO:0016021; P:GO:0055085
ostta18g01360	P:GO:0008152; F:GO:0016787
ostta18g01370	P:GO:0000304; C:GO:0042651
ostta18g01380	F:GO:0000035; F:GO:0000036; C:GO:0005829; P:GO:0006633; P:GO:0009245; F:GO:0016491; F:GO:0031177; P:GO:0055114
ostta18g01390	F:GO:0016787
ostta18g01400	C:GO:0005768; C:GO:0005829; P:GO:0006623; P:GO:0071985
ostta18g01410	F:GO:0002953; P:GO:0016311
ostta18g01420	P:GO:0006855; F:GO:0015238; F:GO:0015297; C:GO:0016021
ostta18g01430	P:GO:0006508; F:GO:0008236; F:GO:0016787
ostta18g01440	F:GO:0003677; C:GO:0005662; P:GO:0006260; P:GO:0006281; P:GO:0006310; P:GO:0010224; F:GO:0046872
ostta18g01450	F:GO:0003824
ostta18g01460	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta18g01470	F:GO:0003824; F:GO:0005515
ostta18g01480	C:GO:0005737; P:GO:0006914
ostta18g01490	F:GO:0005515
ostta18g01500	C:GO:0005737; F:GO:0008168; C:GO:0016020; P:GO:0032259
ostta18g01510	C:GO:0009507
ostta18g01520	F:GO:0008168; P:GO:0032259
ostta18g01530	F:GO:0003676
ostta18g01540	
ostta18g01550	F:GO:0003743; P:GO:0006413; C:GO:0009534; P:GO:0010207
ostta18g01560	C:GO:0016021
ostta18g01570	C:GO:0005634; P:GO:0007049; P:GO:0051301
ostta18g01580	P:GO:0000724; C:GO:0005657; F:GO:0016787; C:GO:0033063
ostta18g01590	P:GO:0043087; P:GO:0048193
ostta18g01600	P:GO:0043087; P:GO:0048193
ostta18g01610	F:GO:0004392; P:GO:0006788
ostta18g01620	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta18g01630	
ostta18g01640	C:GO:0016021; P:GO:0055085
ostta18g01650	P:GO:0000045; C:GO:0000421; F:GO:0005198; C:GO:0005886; P:GO:0006886; P:GO:0016192; C:GO:0030126
ostta18g01660	F:GO:0003824; P:GO:0008152
ostta18g01670	F:GO:0005509; C:GO:0016020; C:GO:0016021
ostta18g01680	F:GO:0008168; P:GO:0032259
ostta18g01690	F:GO:0003723; F:GO:0008168; P:GO:0032259
ostta18g01700	C:GO:0009941; C:GO:0016021
ostta18g01710	
ostta18g01720	F:GO:0004672; F:GO:0005524; P:GO:0006468
ostta18g01730	C:GO:0016020; C:GO:0016021
ostta18g01740	C:GO:0005840
ostta18g01750	P:GO:0009058; F:GO:0016740; F:GO:0030170
ostta18g01760	F:GO:0003677; C:GO:0005634; C:GO:0016021
ostta18g01770	
ostta18g01780	
ostta18g01790	
ostta18g01800	C:GO:0016021
ostta18g01810	F:GO:0005515
ostta18g01820	F:GO:0003723
ostta18g01830	
ostta18g01840	F:GO:0016787
ostta18g01850	C:GO:0005789; P:GO:0007029; C:GO:0016021
ostta18g01860	F:GO:0004109; P:GO:0006779; P:GO:0055114
ostta18g01870	P:GO:0019629; F:GO:0047547; F:GO:0051537
ostta18g01880	F:GO:0004497; C:GO:0009536; P:GO:0009853; P:GO:0015977; P:GO:0015979; F:GO:0016984; P:GO:0055114
ostta18g01890	F:GO:0004497; C:GO:0009536; P:GO:0009853; P:GO:0015977; P:GO:0015979; F:GO:0016984; P:GO:0055114
ostta18g01900	
ostta18g01910	F:GO:0048037
ostta18g01920	
ostta18g01930	F:GO:0003824
ostta18g01940	F:GO:0005093; C:GO:0005622; P:GO:0007264; P:GO:0015031; P:GO:0050790
ostta18g01950	F:GO:0003677
ostta18g01960	
ostta18g01970	C:GO:0016021
ostta18g01980	C:GO:0016021
ostta12g00070	P:GO:0006364
ostta14g00065	C:GO:0009517; C:GO:0009522; P:GO:0009637; P:GO:0009765; C:GO:0009783; P:GO:0010114; P:GO:0010196; P:GO:0010207; P:GO:0010218; C:GO:0010287; C:GO:0016021; F:GO:0016168; P:GO:0018298; F:GO:0019904
ostta15g00950	F:GO:0005515
ostta15g00955	F:GO:0003729; F:GO:0004478; F:GO:0005524; C:GO:0005618; C:GO:0005730; C:GO:0005829; C:GO:0005886; P:GO:0006555; P:GO:0006556; P:GO:0006730; P:GO:0009409; C:GO:0009506; P:GO:0009809; F:GO:0046872
ostta14g02197	F:GO:0000906; P:GO:0009231; C:GO:0009349
ostta14g02235	C:GO:0009535; C:GO:0016021
ostta14g02345	F:GO:0008270; F:GO:0016874
ostta14g02475	F:GO:0003684; C:GO:0005634; P:GO:0006289
ostta14g02495	F:GO:0003729; C:GO:0005685; P:GO:0006376
ostta14g02695	
ostta14g02775	F:GO:0016301; P:GO:0016310; F:GO:0016787; F:GO:0043167; P:GO:0046394
ostta14g02795	
ostta14g02850	
ostta14g02845	F:GO:0005515
ostta14g02935	P:GO:0000245; F:GO:0003723; C:GO:0005686; F:GO:0008270; C:GO:0071004; C:GO:0071013
ostta14g02945	P:GO:0000209; F:GO:0005524; C:GO:0005737; P:GO:0006284; P:GO:0016574; F:GO:0016787; F:GO:0031625; P:GO:0043161; F:GO:0051539; F:GO:0061630
ostta14g01075	F:GO:0004821; F:GO:0005524; C:GO:0005737; P:GO:0006427; F:GO:0016740
ostta14g01105	F:GO:0016616; F:GO:0051287; P:GO:0055114
ostta14g01155	P:GO:0008152; F:GO:0016787
ostta14g01157	C:GO:0016021
ostta14g01245	F:GO:0010181
ostta14g01345	F:GO:0004842; P:GO:0016567
ostta14g01355	F:GO:0003723; C:GO:0005829
ostta14g01365	C:GO:0016020; C:GO:0016021
ostta14g01385	F:GO:0005506; P:GO:0009987; F:GO:0016705; F:GO:0016740; F:GO:0031418; P:GO:0050789; F:GO:0051213; P:GO:0055114
ostta14g01387	P:GO:0008654; C:GO:0016020; F:GO:0016780
ostta14g01388	
ostta14g01435	F:GO:0003677
ostta14g01485	C:GO:0000151; P:GO:0003341; F:GO:0004842; C:GO:0005634; C:GO:0005930; F:GO:0031625; P:GO:0036159
ostta14g01555	F:GO:0003899; C:GO:0005634; P:GO:0006351; F:GO:0046982
ostta14g01635	
ostta14g01665	F:GO:0005515
ostta14g01695	C:GO:0000811; P:GO:0006260; C:GO:0016021
ostta14g00055	P:GO:0006629; F:GO:0016787
ostta14g00075	
ostta14g00185	C:GO:0005968; F:GO:0008318; P:GO:0018344
ostta14g00525	F:GO:0008113; P:GO:0044267; P:GO:0055114
ostta14g00645	P:GO:0000453; F:GO:0008168
ostta14g00715	C:GO:0016021
ostta14g00795	C:GO:0009507; C:GO:0009535
ostta15g00035	F:GO:0000049; C:GO:0005737; F:GO:0051500; P:GO:0106074
ostta15g00045	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0046872
ostta12g02805	C:GO:0016021
ostta12g02800	C:GO:0016021
ostta15g00195	
ostta12g02665	
ostta15g00375	F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0006355
ostta15g00405	P:GO:0000413; F:GO:0003755
ostta15g00485	C:GO:0005747; F:GO:0008137; F:GO:0010181; F:GO:0046872; F:GO:0051287; F:GO:0051539; P:GO:0055114
ostta15g00575	F:GO:0004843; P:GO:0071108; F:GO:1990380
ostta15g00765	F:GO:0003676; P:GO:0017183
ostta15g01075	C:GO:0016021; F:GO:0016787
ostta15g01105	
ostta15g01265	
ostta12g02500	F:GO:0009055; P:GO:0022900; F:GO:0051536
ostta15g01325	C:GO:0016021
ostta15g01495	C:GO:0005840
ostta15g01735	
ostta15g02207	
ostta15g02235	F:GO:0005506; F:GO:0016705; F:GO:0031418; F:GO:0051213; P:GO:0055114
ostta15g02330	F:GO:0001164; P:GO:0001188; F:GO:0003743; P:GO:0006413; C:GO:0070860
ostta15g02325	F:GO:0003723; F:GO:0005515
ostta12g02280	F:GO:0000213; F:GO:0003676; P:GO:0006388; P:GO:0090502
ostta15g02385	F:GO:0008168; P:GO:0032259
ostta12g01630	P:GO:0009226; F:GO:0016491; F:GO:0050662; P:GO:0055114
ostta15g02460	P:GO:0006506; C:GO:0016021; F:GO:0051377
ostta15g02455	F:GO:0003690; P:GO:0006355
ostta15g02475	
ostta15g02555	F:GO:0003824; F:GO:0030151; F:GO:0030170
ostta15g02790	P:GO:0008152; C:GO:0016021; F:GO:0016746
ostta15g02795	F:GO:0005515; C:GO:0044424; P:GO:0070682
ostta15g02805	C:GO:0016021
ostta15g02875	P:GO:0055114
ostta15g02905	F:GO:0016301; P:GO:0016310
ostta16g00050	F:GO:0005515; F:GO:0008168; P:GO:0032259
ostta16g00060	F:GO:0003954; C:GO:0016021
ostta16g00070	F:GO:0003735; C:GO:0005618; P:GO:0006412; C:GO:0009506; C:GO:0022627; C:GO:0042788; F:GO:0046872
ostta16g00190	
ostta16g00405	F:GO:0003735; C:GO:0005840; P:GO:0006412
ostta16g00515	P:GO:0006281; P:GO:0006310; F:GO:0017108; C:GO:0033557; P:GO:0090305
ostta16g00540	P:GO:0006508; F:GO:0008233; C:GO:0016020
ostta16g00545	C:GO:0005622; P:GO:0006886; C:GO:0016020
ostta16g00765	F:GO:0005515
ostta16g01095	F:GO:0005524; C:GO:0005730; P:GO:0006364; F:GO:0016887
ostta16g01145	F:GO:0005524; F:GO:0016887
ostta16g01255	P:GO:0009058; C:GO:0016021; F:GO:0016740; F:GO:0030170
ostta16g01295	
ostta16g01355	
ostta16g01465	
ostta16g01595	C:GO:0005634; C:GO:0005730; C:GO:0005737; C:GO:0016020; P:GO:0016567; C:GO:0031464; P:GO:0043161; F:GO:0046872
ostta16g01597	
ostta16g01635	C:GO:0016020; C:GO:0016021
ostta16g01730	P:GO:0000447; P:GO:0000461; F:GO:0003735; P:GO:0006412; C:GO:0022627
ostta16g01795	F:GO:0004129; C:GO:0005751; C:GO:0016021; P:GO:0022900; P:GO:1902600
ostta16g01885	F:GO:0005524; C:GO:0005634; P:GO:0006355; F:GO:0032041; P:GO:0070932
ostta16g02015	F:GO:0005388; F:GO:0005524; C:GO:0016021; P:GO:0070588; P:GO:0099132
ostta16g02025	
ostta16g02045	F:GO:0003684; P:GO:0006284; P:GO:0006289; F:GO:0008534
ostta16g02065	C:GO:0016021
ostta16g02075	F:GO:0005515
ostta16g02105	
ostta16g02195	F:GO:0016491; P:GO:0055114
ostta16g02245	F:GO:0004298; C:GO:0019774; F:GO:0046872; P:GO:0051603
ostta16g02345	C:GO:0016021
ostta16g02347	F:GO:0003676; F:GO:0004386; F:GO:0005524
ostta16g02375	P:GO:0001522; F:GO:0003723; F:GO:0009982
ostta16g02415	P:GO:0008152; F:GO:0016787
ostta16g02535	F:GO:0005515
ostta16g02575	F:GO:0008168; P:GO:0032259
ostta16g02675	P:GO:0006508; F:GO:0008233
ostta16g02677	C:GO:0016020; C:GO:0016021
ostta16g02685	P:GO:0006891; C:GO:0017119; F:GO:0046982; C:GO:0071821
ostta17g00025	
ostta17g00065	F:GO:0005484; C:GO:0005622; P:GO:0006886; C:GO:0016021; P:GO:0016192; P:GO:0061025
ostta17g00067	F:GO:0003743; P:GO:0006352; P:GO:0006413; F:GO:0046982
ostta17g00165	C:GO:0016021
ostta17g00275	
ostta17g00795	C:GO:0016021
ostta17g01035	F:GO:0009055; C:GO:0009536; F:GO:0020037; P:GO:0022900; F:GO:0046872
ostta17g01255	F:GO:0005506; C:GO:0016021
ostta17g01355	
ostta17g01365	F:GO:0005524; F:GO:0016787
ostta17g01835	F:GO:0005488; P:GO:0032955
ostta17g01885	F:GO:0008146; C:GO:0016021
ostta17g01895	
ostta17g02005	
ostta17g02007	F:GO:0005515; C:GO:0016021; P:GO:0055085
ostta17g02008	C:GO:0030173; C:GO:0030176; F:GO:0046964; P:GO:0055085
ostta17g02075	F:GO:0003743; P:GO:0006413
ostta17g02185	F:GO:0005488
ostta17g02305	F:GO:0000287; F:GO:0004170; P:GO:0006226; P:GO:0046081
ostta17g02325	F:GO:0004519; F:GO:0004527; P:GO:0090305
ostta17g02365	
ostta18g00235	
ostta18g00245	P:GO:0016311; F:GO:0016791
ostta18g00275	C:GO:0016021
ostta18g00385	C:GO:0016021; F:GO:0016740
ostta18g00505	F:GO:0003677; F:GO:0003700; P:GO:0006355; C:GO:0016020; C:GO:0016021
ostta18g00555	F:GO:0008270; F:GO:0016491; P:GO:0055114
ostta18g00695	
ostta14g00066	
ostta01g00485	P:GO:0000027; F:GO:0003735; F:GO:0003743; P:GO:0006413; C:GO:0022625
ostta01g01085	C:GO:0016021
ostta01g01295	C:GO:0005622; P:GO:0006886; C:GO:0016021
ostta01g01855	P:GO:0001510; F:GO:0003723; P:GO:0006396; F:GO:0008173; F:GO:0009976
ostta01g02615	F:GO:0008270; P:GO:0009987
ostta01g02617	
ostta01g02825	F:GO:0003723
ostta01g02845	P:GO:0006506; C:GO:0016021; F:GO:0016758
ostta01g02847	F:GO:0005515; F:GO:0016740
ostta01g02895	P:GO:0001510; F:GO:0003723; P:GO:0006396; F:GO:0008173
ostta01g03495	C:GO:0005739; C:GO:0009507; C:GO:0016021; C:GO:0031967; P:GO:0055085
ostta01g04275	C:GO:0005829; P:GO:0016192; C:GO:0030008
ostta01g04585	C:GO:0016021
ostta01g05005	F:GO:0003676; F:GO:0004252; F:GO:0004298; F:GO:0004386; F:GO:0005524; C:GO:0005634; C:GO:0005737; P:GO:0006511; C:GO:0019773; F:GO:0046872
ostta01g05155	C:GO:0009507; F:GO:0016301; P:GO:0016310
ostta01g06465	
ostta01g06545	
ostta01g06555	C:GO:0016021
ostta10g00130	
ostta10g00545	F:GO:0005515; C:GO:0005623; P:GO:0045454
